ObjectID,Stop ID,Stop Code,Stop Name,Stop Description,Stop Latitiude,Stop Longtitude,Wheelchair Boarding,x,y
17002,393,393,NE HUGHES - GARLAND, ,36.784786,-119.835383,,6317042.21681705,2169876.29261422
17003,394,394,NE HUGHES - DAKOTA, ,36.786824,-119.835364,,6317054.23418146,2170618.18220656
17004,396,396,NE HUGHES - GRIFFITH, ,36.790281,-119.835316,,6317079.23577189,2171876.58881047
17005,397,397,SE HUGHES - HAMPTON, ,36.7921,-119.835304,,6317088.50937539,2172538.76957272
17006,398,398,NE HUGHES - ASHLAN, ,36.794027,-119.835297,,6317096.6606058,2173240.28096497
17007,399,399,NE HUGHES - EMERSON, ,36.797955,-119.834693,,6317285.93483356,2174668.74300306
17008,400,400,NW EMERSON - KAVANAUGH, ,36.799234,-119.837661,,6316421.03662898,2175141.93267348
17009,401,401,NW EMERSON - PLEASANT, ,36.800365,-119.840063,,6315721.4015453,2175559.8193049
17010,402,402,NE MARKS - EMERSON, ,36.801527,-119.844239,,6314502.52570222,2175993.56974973
17011,403,403,NE MARKS - SANTA ANA, ,36.804948,-119.844296,,6314496.78719664,2177239.14206173
17012,404,404,SE MARKS - FAIRMONT, ,36.806334,-119.844306,,6314498.29572381,2177743.74571131
17013,405,405,NW SHAW - MARKS,W SHAW AVE & N MARKS AVE,36.808256,-119.84509,,6314274.94151172,2178445.47527897
17014,406,406,NW SHAW - FELAND,W SHAW AVE & N VALENTINE AVE,36.808301,-119.849808,,6312893.95411623,2178474.04510373
17015,407,407,NW SHAW - VALENTINE,W SHAW AVE & PRIVATE DR,36.808285,-119.853915,,6311691.63335814,2178478.8843329
17016,408,408,NW SHAW - MARTY,W SHAW AVE & N MARTY AVE,36.808214,-119.858485,,6310353.59666413,2178464.96342897
17017,409,409,NE BRAWLEY - SHAW,N BRAWLEY AVE & W SAN JOSE AVE,36.808662,-119.862571,,6309158.93960464,2178638.77705772
17018,412,412,SE CLOVIS - INYO,S CLOVIS AVE & E INYO ST,36.737438,-119.70007,,6356539.97607598,2152322.30344406
17019,413,413,NE CLOVIS - HUNTINGTON,S CLOVIS AVE & E INYO ST,36.740295,-119.700084,,6356543.45605589,2153362.43161315
17020,414,414,NW TULARE - CLOVIS,E TULARE ST & N CLOVIS AVE,36.743213,-119.700753,,6356355.19166864,2154426.16701847
17021,416,416,NW TULARE - DEWITT,E TULARE ST & N DEWITT AVE,36.743184,-119.704302,,6355315.30332847,2154423.2159089
17022,417,417,NW TULARE - MINNEWAWA,E TULARE ST & S LIND AVE,36.743182,-119.709479,,6353798.5045248,2154433.65223972
17023,418,418,NE TULARE - VILLA,E TULARE ST & N VILLA AVE,36.743188,-119.713436,,6352639.17154163,2154444.42485598
17024,420,420,NW TULARE - HELM,E TULARE ST & PRIVATE DR,36.743208,-119.723112,,6349804.28744763,2154472.90872289
17025,421,421,NW TULARE - WILLOW, ,36.743274,-119.727644,,6348476.65460423,2154506.96508522
17026,422,422,NE TULARE - WINERY, ,36.743278,-119.731728,,6347280.11073747,2154517.5126363
17027,424,424,NE TULARE - DEARING, ,36.743287,-119.737397,,6345619.19837689,2154533.49291931
17028,425,425,NE TULARE - SIERRA VISTA, ,36.74329,-119.740638,,6344669.63958047,2154541.89218073
17029,427,427,NW TULARE - MAPLE, ,36.743289,-119.745782,,6343162.51825088,2154553.19137073
17030,428,428,NE TULARE - BARTON, ,36.743252,-119.749676,,6342021.52709456,2154548.60410956
17031,429,429,NW TULARE - CEDAR,E TULARE ST & S CEDAR AVE,36.743244,-119.754966,,6340471.6099188,2154557.83276564
17032,430,430,NW TULARE - TENTH,E TULARE ST & S TENTH ST,36.743214,-119.758696,,6339378.68756397,2154555.52338706
17033,432,432,NE TULARE - SIXTH, ,36.743286,-119.764075,,6337802.92660789,2154594.22934639
17034,433,433,NW TULARE - THIRD, ,36.743273,-119.769545,,6336200.25986572,2154602.29297855
17035,434,434,NW TULARE - FIRST, ,36.743318,-119.772919,,6335211.85993963,2154626.61346798
17036,435,435,NW TULARE - U ST, ,36.742172,-119.778703,,6333513.85283697,2154223.10115165
17037,436,436,NW TULARE - S ST, ,36.740331,-119.781289,,6332750.73067555,2153559.03817531
17038,437,437,NW TULARE - Q ST, ,36.738875,-119.783316,,6332152.50450981,2153033.81875332
17039,438,438,NW TULARE - O ST, ,36.737422,-119.785317,,6331561.88331573,2152509.64230822
17040,439,439,NE VAN NESS - TUOLUMNE, ,36.738909,-119.793737,,6329099.23961897,2153071.26651306
17041,440,440,SE CALAVERAS - L ST, ,36.741445,-119.794376,,6328919.64844272,2153996.04484722
17042,441,441,NE M ST - CALAVERAS, ,36.742288,-119.79376,,6329102.66776171,2154301.44679548
17043,442,442,NE SAN PABLO - VOORMAN, ,36.744108,-119.794616,,6328857.35197939,2154966.09211972
17044,443,443,NE SAN PABLO - McKENZIE, ,36.747143,-119.794638,,6328860.04849631,2156071.03774448
17045,444,444,NE SAN PABLO - BELMONT, ,36.751126,-119.795025,,6328758.6727148,2157521.98923889
17046,445,445,NE SAN PABLO - TED C. WILLS,N SAN PABLO AVE & E THOMAS AVE,36.753384,-119.795026,,6328765.18484089,2158344.01843473
17047,447,447,NE SAN PABLO - PATTERSON,N SAN PABLO AVE & E ALHAMBRA AVE,36.756079,-119.794975,,6328788.24647455,2159325.01187956
17048,448,448,NW OLIVE - DEL MAR, ,36.757736,-119.795954,,6328506.46160506,2159930.61992031
17049,450,450,NW OLIVE - ECHO, ,36.75772,-119.804835,,6325904.90545647,2159946.47651589
17050,451,451,NE OLIVE - WILSON, ,36.757697,-119.806645,,6325374.63256688,2159942.55165498
17051,453,453,NW OLIVE - ADOLINE, ,36.757675,-119.814449,,6323088.54330705,2159953.83640932
17052,454,454,NE FRUIT - OLIVE, ,36.757956,-119.817572,,6322174.59565988,2160063.90771148
17053,455,455,NE FRUIT - FLORADORA, ,36.761387,-119.817555,,6322190.20848955,2161312.92260189
17054,456,456,NE FRUIT - HOME, ,36.763186,-119.817569,,6322191.68322414,2161967.88487464
17055,457,457,NW McKINLEY - FRUIT, ,36.764891,-119.818595,,6321896.44989072,2162591.15167272
17056,458,458,NE WEST - McKINLEY, ,36.765183,-119.826599,,6319552.97819972,2162717.53495014
17057,459,459,NE WEST - NORMAL, ,36.767643,-119.826571,,6319568.88728863,2163613.02955022
17058,460,460,NE WEST - CAMBRIDGE, ,36.769508,-119.826545,,6319582.34592314,2164291.91894048
17059,461,461,SE WEST - CLINTON, ,36.771647,-119.826521,,6319596.07686681,2165070.56403673
17060,463,463,SE WEST - MICHIGAN, ,36.776365,-119.826474,,6319624.62339763,2166788.03993247
17061,467,467,NE WEST - DAYTON, ,36.783174,-119.826424,,6319660.59707896,2169266.74298032
17062,468,468,NE WEST - DAKOTA, ,36.786881,-119.826379,,6319685.38705564,2170616.17138381
17063,470,470,NE WEST - GRIFFITH, ,36.790498,-119.826338,,6319708.72263889,2171932.84624389
17064,471,471,SE WEST - ASHLAN, ,36.79252,-119.826321,,6319720.03396797,2172668.91793448
17065,472,472,SE WEST - HOLLAND, ,36.794766,-119.826305,,6319731.7537608,2173486.54064307
17066,473,473,NE WEST - HOLT, ,36.797489,-119.82629,,6319744.67466672,2174477.81950039
17067,474,474,SE WEST - GETTYSBURG, ,36.800907,-119.826301,,6319752.16054414,2175722.18184106
17068,476,476,NE WEST - SANTA ANA, ,36.804915,-119.826269,,6319774.08274439,2177181.22846365
17069,478,478,SE WEST - SAN BRUNO, ,36.813332,-119.826277,,6319798.10434988,2180245.49267632
17070,479,479,NW BARSTOW - WEST, ,36.815623,-119.827255,,6319519.01041989,2181082.00642322
17071,480,480,NE BARSTOW - FORKNER, ,36.815576,-119.830454,,6318582.48539005,2181072.97724181
17072,481,481,NE BARSTOW - VAN NESS, ,36.815561,-119.83578,,6317023.46718264,2181081.04021782
17073,482,482,NE MARKS - BARSTOW, ,36.815711,-119.844282,,6314535.33239514,2181157.4163774
17074,483,483,SE MARKS - BROWNING, ,36.818813,-119.844294,,6314541.74773663,2182286.74351506
17075,484,484,SE BULLARD - MARKS, ,36.822643,-119.843692,,6314730.20077181,2183679.52386598
17076,485,485,SE BULLARD - PLEASANT, ,36.822661,-119.839621,,6315921.76827055,2183675.63476615
17077,486,486,SW BULLARD - VAN NESS, ,36.822674,-119.835677,,6317076.14916389,2183670.29914689
17078,487,487,SE BULLARD - FORKNER, ,36.822691,-119.830384,,6318625.37145914,2183663.05047372
17079,489,489,SW WEST - BROWNING, ,36.818785,-119.826508,,6319747.57131447,2182231.26527956
17080,490,490,SW WEST - BARSTOW, ,36.81524,-119.826528,,6319730.61039038,2180940.74128582
17081,491,491,SW WEST - SAN BRUNO, ,36.812758,-119.8265,,6319731.03000897,2180037.08725323
17082,493,493,SW WEST - ALAMOS, ,36.805297,-119.826528,,6319699.45723747,2177320.94931281
17083,495,495,SW WEST - INDIANAPOLIS, ,36.79964,-119.826534,,6319679.97630531,2175261.51314297
17084,496,496,SW WEST - EMERSON, ,36.795191,-119.826551,,6319661.05934839,2173641.88285206
17085,497,497,SW WEST - ASHLAN, ,36.793478,-119.826551,,6319655.69223313,2173018.26008356
17086,498,498,SW WEST - GRIFFITH, ,36.789926,-119.82658,,6319636.07153746,2171725.21772215
17087,500,500,SW WEST - DAKOTA, ,36.786339,-119.826628,,6319610.77696864,2170419.48247273
17088,501,501,SW WEST - FEDORA, ,36.783436,-119.826659,,6319592.6024643,2169362.71686973
17089,503,503,SW WEST - PRINCETON, ,36.775564,-119.826738,,6319544.79842605,2166497.10022564
17090,505,505,SW WEST - CLINTON, ,36.771691,-119.826778,,6319520.94545539,2165087.23001389
17091,506,506,NW WEST - McKINLEY, ,36.765677,-119.826862,,6319477.49377064,2162898.03918231
17092,507,507,SE McKINLEY - BROOKS, ,36.764642,-119.825378,,6319908.91712038,2162517.50779115
17093,508,508,SW FRUIT - HOME, ,36.762815,-119.817761,,6322134.29455939,2161833.30082622
17094,509,509,NW FRUIT - FLORADORA, ,36.761325,-119.817749,,6322133.19088705,2161290.83537573
17095,511,511,SE OLIVE - ADOLINE, ,36.757555,-119.814044,,6323206.80947472,2159909.14456956
17096,513,513,SW OLIVE - WILSON,E OLIVE AVE & N WILSON AVE,36.757572,-119.806906,,6325297.7957783,2159897.68757148
17097,516,516,SW SAN PABLO - BREMER, ,36.75279,-119.795124,,6328734.68555805,2158128.01000848
17098,517,517,NW SAN PABLO - BELMONT, ,36.751022,-119.795144,,6328723.49758831,2157484.41680747
17099,518,518,SW SAN PABLO - McKENZIE, ,36.746693,-119.794761,,6328822.65749498,2155907.51346523
17100,520,520,SW M ST - SAN JOAQUIN, ,36.742896,-119.794634,,6328848.42745656,2154524.90697847
17101,521,521,SW M ST - TUOLUMNE, ,36.739879,-119.791343,,6329803.59418139,2153418.60636955
17102,522,522,NW MERCED - M ST, ,36.738709,-119.791052,,6329885.34795488,2152991.96549056
17103,523,523,SE TULARE - M ST, ,36.736848,-119.785861,,6331400.77733871,2152301.9816343
17104,525,525,SE TULARE - P ST, ,36.738387,-119.783668,,6332047.91843289,2152857.00381823
17105,526,526,SW TULARE - S ST, ,36.740393,-119.780832,,6332884.81341264,2153580.52008773
17106,527,527,SE TULARE - U ST, ,36.742013,-119.778553,,6333557.33208072,2154164.86078256
17107,528,528,SW TULARE - ORCHARD, ,36.743047,-119.774876,,6334637.6924528,2154532.57625447
17108,529,529,SE TULARE - FIRST, ,36.743068,-119.771044,,6335760.47596839,2154531.18518114
17109,531,531,SE TULARE - SIXTH, ,36.743116,-119.764061,,6337806.53618072,2154532.30821039
17110,532,532,SE TULARE - NINTH, ,36.743118,-119.759057,,6339272.64348473,2154521.41026631
17111,534,534,SE TULARE - BARTON, ,36.743083,-119.749694,,6342015.77316906,2154487.12063673
17112,535,535,SW TULARE - MAPLE, ,36.743108,-119.745904,,6343126.2620898,2154487.57568832
17113,537,537,SE TULARE - SIERRA VISTA, ,36.743129,-119.74024,,6344785.79617231,2154482.38081682
17114,538,538,4830 E TULARE EB, ,36.743125,-119.735271,,6346241.63479605,2154469.74075022
17115,539,539,SW TULARE - WINERY, ,36.743133,-119.732789,,6346968.84954897,2154467.09541431
17116,540,540,4974 TULARE EB, ,36.743118,-119.728939,,6348096.80661064,2154453.05016682
17117,541,541,SE TULARE - WILLOW, ,36.743113,-119.727025,,6348657.56959672,2154446.97931281
17118,542,542,SW TULARE - HELM, ,36.743101,-119.723463,,6349701.15576413,2154434.7296654
17119,544,544,SW TULARE - VILLA, ,36.743093,-119.713964,,6352484.21745522,2154410.98955539
17120,546,546,SE TULARE - MINNEWAWA, ,36.743088,-119.70877,,6354005.97983164,2154397.89738998
17121,547,547,SW TULARE - DEWITT, ,36.743136,-119.704254,,6355329.23866805,2154405.63818814
17122,550,550,SW CLOVIS - TULARE, ,36.742902,-119.700252,,6356501.15233472,2154311.87590848
17123,551,551,250 S CLOVIS - VILLAGE APARTMENTS, ,36.741058,-119.700225,,6356504.1684048,2153640.5048759
17124,552,552,SE BALCH - CLOVIS, ,36.738419,-119.699461,,6356721.01967713,2152678.13901848
17125,553,553,SE BALCH - WAVERLY, ,36.738427,-119.696627,,6357551.41762264,2152675.01566514
17126,556,556,SE KINGS CANYON - ARGYLE, ,36.73616,-119.692545,,6358741.51366764,2151841.05801548
17127,557,557,SE KINGS CANYON - SUNNYSIDE, ,36.736372,-119.689173,,6359730.11044373,2151911.12972572
17128,558,558,SE KINGS CANYON - STANFORD, ,36.736531,-119.686405,,6360541.58487064,2151963.20573705
17129,559,559,SW FOWLER - KINGS CANYON, ,36.736595,-119.682225,,6361766.54337873,2151977.77788639
17130,560,560,SW FOWLER - ALTA, ,36.733785,-119.682202,,6361766.01582073,2150954.74154665
17131,561,561,6037 LIBERTY - FOWLER EB, ,36.731355,-119.681332,,6362014.66985098,2150068.28433006
17132,564,564,NE FOWLER - LANE, ,36.733524,-119.682033,,6361814.86217973,2150859.37231481
17133,565,565,NW KINGS CANYON - FOWLER,E KINGS CANYON RD & S STANFORD AVE,36.737009,-119.683032,,6361531.15408573,2152130.17653173
17134,567,567,NW KINGS CANYON - ARGYLE,E KINGS CANYON RD & S PHILLIP AVE,36.736219,-119.693479,,6358467.99387348,2151864.51203682
17135,570,570,SE CLINTON - BRAWLEY, ,36.771767,-119.861829,,6309255.61428006,2165205.14677282
17136,571,571,3587 W CLINTON,W CLINTON AVE & N SELLAND AVE,36.771845,-119.85649,,6310819.52617846,2165219.55389623
17137,572,572,SE CLINTON - VALENTINE, ,36.771854,-119.852991,,6311844.32366955,2165213.7100759
17138,573,573,SE CLINTON - CAROL,W CLINTON AVE & N CAROL AVE,36.771865,-119.850429,,6312594.70405856,2165211.06014681
17139,574,574,SE CLINTON - MARKS,W CLINTON AVE & N MARKS AVE,36.771877,-119.843474,,6314631.68653314,2165197.46502964
17140,575,575,SE CLINTON - CRYSTAL, ,36.771889,-119.83135,,6318182.54097997,2165170.87157889
17141,576,576,SE CLINTON - WARREN, ,36.77189,-119.828585,,6318992.3438223,2165164.23740581
17142,578,578,SE CLINTON - TEILMAN, ,36.771961,-119.821965,,6320931.39932738,2165173.42406723
17143,579,579,SE CLINTON - DELNO, ,36.771988,-119.818802,,6321857.84727764,2165175.3400739
17144,581,581,SE CLINTON - THORNE, ,36.772023,-119.812849,,6323601.44057523,2165173.27118039
17145,582,582,SW CLINTON - PALM, ,36.772047,-119.809311,,6324637.7065473,2165173.2574009
17146,584,584,SW CLINTON - WISHON, ,36.772138,-119.801297,,6326985.08472656,2165186.70488057
17147,585,585,SE CLINTON - MAROA, ,36.77216,-119.799223,,6327592.57399714,2165189.65270931
17148,587,587,SW CLINTON - SAN PABLO, ,36.77231,-119.79479,,6328891.34075655,2165233.48595497
17149,588,588,SE CLINTON - GLENN, ,36.77235,-119.79297,,6329424.49257739,2165243.64177456
17150,594,594,SE CLINTON - BLACKSTONE, ,36.772205,-119.78992,,6330317.32543738,2165183.49261664
17151,595,595,SE CLINTON - EFFIE, ,36.772216,-119.787996,,6330880.84957281,2165182.86794598
17152,596,596,SW CLINTON - THESTA, ,36.772202,-119.784671,,6331854.61763839,2165169.79809023
17153,597,597,SE CLINTON - FRESNO, ,36.7722,-119.781156,,6332884.06767923,2165160.67770164
17154,598,598,SW CLINTON - ANGUS, ,36.772206,-119.777288,,6334016.92696205,2165153.6704978
17155,599,599,SE CLINTON - ORCHARD, ,36.772217,-119.774392,,6334865.12638114,2165150.82306255
17156,600,600,SE CLINTON - FIRST, ,36.772208,-119.772058,,6335548.67094581,2165142.04289639
17157,601,601,SE CLINTON - BOND, ,36.772218,-119.767289,,6336945.42307356,2165134.48976189
17158,602,602,SE CLINTON - SIXTH, ,36.772225,-119.764319,,6337815.28386664,2165130.1019754
17159,604,604,SE CLINTON - NINTH, ,36.772244,-119.759415,,6339251.60021973,2165125.62527831
17160,605,605,SE CLINTON - CEDAR, ,36.772228,-119.75379,,6340898.98012705,2165106.82183823
17161,607,607,SW CLINTON - MAPLE, ,36.772211,-119.745665,,6343278.54853064,2165082.05613972
17162,608,608,SW CLINTON - SIERRA VISTA, ,36.772175,-119.74171,,6344436.77226405,2165059.98039648
17163,609,609,SW CLINTON - CHESTNUT, ,36.77216,-119.736952,,6345830.23601255,2165043.79210864
17164,610,610,SE CLINTON - WINERY, ,36.772086,-119.731399,,6347456.37416448,2165004.4191559
17165,611,611,SE CLINTON - FINE, ,36.772081,-119.726369,,6348929.53099506,2164991.41819765
17166,613,613,NW CLINTON - HELM, ,36.768665,-119.722469,,6350062.39618339,2163739.19301181
17167,615,615,SW PEACH - HOME, ,36.76412,-119.718495,,6351213.9624498,2162075.83511806
17168,616,616,SW PEACH - LAMONA, ,36.76008,-119.718443,,6351218.19111589,2160604.94403097
17169,617,617,SW PEACH - OLIVE, ,36.75663,-119.718431,,6351212.31055023,2159348.93309157
17170,619,619,SW PEACH - BELMONT, ,36.751631,-119.718437,,6351196.93853372,2157529.04434289
17171,620,620,SW PEACH - NEVADA, ,36.746047,-119.718316,,6351217.18127538,2155495.90864539
17172,621,621,SW PEACH -TULARE, ,36.743024,-119.718398,,6351184.92477822,2154395.55782773
17173,622,622,SW PEACH - HUNTINGTON, ,36.738983,-119.718437,,6351162.49306455,2152924.50827639
17174,623,623,NW 540 S PEACH - KINGS CANYON, ,36.736902,-119.718534,,6351128.40389389,2152167.12888564
17175,624,624,5125 KINGS CANYON - WALMART, ,36.73598,-119.721534,,6350246.85053889,2151838.0635989
17176,625,625,NW LANE - WILLOW, ,36.732387,-119.728038,,6348331.17261171,2150544.40936206
17177,626,626,SW WINERY - LANE, ,36.731958,-119.732006,,6347167.24941464,2150397.06976172
17178,627,627,NW BUTLER - WINERY, ,36.728736,-119.733047,,6346853.25332347,2149226.42413715
17179,630,630,NW BUTLER - MOSQUEDA CENTER, ,36.728732,-119.742861,,6343977.33748738,2149247.06648432
17180,631,631,NW BUTLER - MAPLE, ,36.72872,-119.746262,,6342980.67150173,2149250.42441723
17181,632,632,NE BUTLER - CHANCE, ,36.728708,-119.750769,,6341659.90216164,2149256.34960222
17182,633,633,NW BUTLER - CEDAR, ,36.728702,-119.754012,,6340709.55399673,2149261.61041848
17183,634,634,NW BUTLER - TENTH, ,36.728672,-119.758259,,6339464.92361197,2149260.48771732
17184,636,636,NW BUTLER - ORANGE, ,36.728739,-119.764021,,6337776.61727731,2149298.26126382
17185,638,638,NE BUTLER - THIRD, ,36.72875,-119.769047,,6336303.82855622,2149314.02107482
17186,639,639,NW BUTLER - PARALLEL, ,36.728739,-119.772251,,6335364.89572281,2149317.55059531
17187,641,641,NE VAN NESS - LOS ANGELES, ,36.72701,-119.780652,,6332897.94954123,2148708.0127724
17188,642,642,NE VAN NESS - KERN, ,36.73403,-119.788438,,6330637.27099173,2151282.27829315
17189,643,643,A SHELTER,VAN NESS AVE & TULARE ST,36.736028,-119.79057,,6330018.54060189,2152014.78503023
17190,645,645,NE VAN NESS - CALAVERAS, ,36.74103,-119.796084,,6328417.96670331,2153849.10813323
17191,646,646,NE AMADOR - FULTON, ,36.742021,-119.79874,,6327642.77796496,2154216.34296305
17192,648,648,NE DIVISADERO - BROADWAY, ,36.743673,-119.803044,,6326386.7817893,2154828.26923265
17193,649,649,NW H ST - ROOSEVELT, ,36.745238,-119.806557,,6325362.31795897,2155406.63224915
17194,650,650,NE H ST - ARROYO, ,36.746358,-119.807836,,6324991.03064381,2155817.51758222
17195,651,651,NE PALM - FRANKLIN, ,36.748946,-119.808196,,6324893.48917222,2156760.56622106
17196,652,652,NE PALM - BELMONT, ,36.750586,-119.808332,,6324858.67132847,2157357.9439633
17197,654,654,SE PALM - DENNETT, ,36.755584,-119.808516,,6324820.08544764,2159177.92129448
17198,655,655,NE PALM - OLIVE, ,36.757984,-119.808502,,6324831.54211764,2160051.60852347
17199,657,657,SE PALM - FLORADORA, ,36.761238,-119.808513,,6324838.29308839,2161236.25707281
17200,659,659,NE PALM - MCKINLEY, ,36.765503,-119.808533,,6324845.50665663,2162788.98461039
17201,660,660,SE PALM - WELDON, ,36.768242,-119.808529,,6324855.07291047,2163786.11155315
17202,662,662,NE PALM - CLINTON, ,36.77247,-119.80858,,6324853.09489605,2165325.44804139
17203,663,663,NE PALM - HARVARD, ,36.774068,-119.808609,,6324849.49975888,2165907.27430557
17204,664,664,NE PALM - PRINCETON, ,36.776223,-119.808602,,6324858.15525338,2166691.78946881
17205,665,665,SE PALM - CORNELL, ,36.77736,-119.808602,,6324861.64048263,2167105.71679056
17206,668,668,NE PALM - DAYTON, ,36.783333,-119.808568,,6324889.90518989,2169280.11828165
17207,670,670,SE PALM - DAKOTA, ,36.78619,-119.808561,,6324900.71159872,2170320.1998629
17208,672,672,NE PALM - PONTAIC, ,36.789675,-119.808557,,6324912.56459339,2171588.91484514
17209,673,673,NE PALM - SUSSEX WAY, ,36.791473,-119.80855,,6324920.12527381,2172243.46537331
17210,674,674,SE PALM - SWIFT, ,36.795534,-119.808528,,6324939.01335938,2173721.83249532
17211,675,675,NE PALM - HOLLAND, ,36.797811,-119.808502,,6324953.60453755,2174550.7189609
17212,676,676,NE PALM - GETTYSBURG, ,36.801514,-119.808476,,6324972.56545764,2175898.74677664
17213,677,677,SE PALM - RIALTO, ,36.802762,-119.808459,,6324981.36694922,2176353.04475255
17214,678,678,NE PALM - ARCADE, ,36.80629,-119.808439,,6324998.03423873,2177637.37912615
17215,679,679,NE PALM - SHAW, ,36.808748,-119.808308,,6325043.91538055,2178531.90292764
17216,680,680,NE PALM - SAN JOSE, ,36.812242,-119.808302,,6325056.37762597,2179803.89579047
17217,682,682,NE PALM - BROWNING, ,36.81964,-119.808247,,6325095.14395264,2182497.04165089
17218,683,683,NE PALM - BULLARD, ,36.823474,-119.80822,,6325114.79319155,2183892.76523739
17219,685,685,NE PALM - SAMPLE, ,36.827208,-119.808236,,6325121.55072397,2185252.19001198
17220,686,686,NE PALM - SIERRA, ,36.830419,-119.808236,,6325131.38863081,2186421.17520681
17221,691,691,SE MINARETS - INGRAM, ,36.842598,-119.801283,,6327203.20502523,2190837.97772489
17222,692,692,SE MINARETS - COLLEGE, ,36.842597,-119.797091,,6328429.81444864,2190827.40655181
17223,694,694,SE MINARETS - SUGAR PINE, ,36.842598,-119.791579,,6330042.67277147,2190814.4305279
17224,695,695,NE BLACKSTONE - PINEDALE, ,36.84402,-119.790366,,6330401.86693497,2191329.19787106
17225,698,698,NW NEES - POPLAR, ,36.851977,-119.796916,,6328509.35726856,2194241.84854181
17226,700,700,SW INGRAM - NEES, ,36.851455,-119.801961,,6327031.74276972,2194064.09692881
17227,701,701,SW INGRAM - FALLBROOK, ,36.849152,-119.80195,,6327027.95996888,2193225.64355323
17228,702,702,SW INGRAM - BEDFORD, ,36.845847,-119.801958,,6327015.5718703,2192022.45074965
17229,703,703,SW INGRAM - MINARETS,N INGRAM AVE & UNNAMED ALY,36.842346,-119.801946,,6327008.4399948,2190747.85454556
17230,705,705,NW HERNDON - INGRAM, ,36.8372,-119.802291,,6326891.83917813,2188875.25756897
17231,708,708,SW PALM - SIERRA, ,36.829725,-119.808478,,6325058.43930164,2186169.11632773
17232,709,709,SW PALM - BROWNING, ,36.818983,-119.808495,,6325020.54206772,2182258.46830915
17233,710,710,NW PALM - BARSTOW, ,36.81588,-119.808563,,6324991.12775648,2181128.97155239
17234,711,711,SW PALM - SAN JOSE, ,36.811669,-119.808551,,6324981.7334183,2179595.90572089
17235,712,712,NW PALM - SHAW, ,36.809312,-119.808565,,6324970.41093439,2178737.86281756
17236,713,713,SW PALM - SUNSET, ,36.805947,-119.808626,,6324942.2394028,2177512.96926998
17237,714,714,SW PALM - GETTYSBURG, ,36.800879,-119.808674,,6324912.65153547,2175668.06055823
17238,715,715,NW PALM - HOLLAND, ,36.797709,-119.80869,,6324898.24966139,2174514.04875864
17239,717,717,SW PALM - ASHLAN, ,36.793647,-119.80873,,6324874.08566771,2173035.36142731
17240,718,718,NW PALM - GRIFFITH, ,36.790461,-119.808744,,6324860.21922563,2171875.52188347
17241,719,719,SW PALM - LANSING, ,36.787313,-119.808723,,6324856.71726413,2170729.43067172
17242,722,722,SW PALM - DAYTON, ,36.782888,-119.80875,,6324835.24519423,2169118.56348665
17243,725,725,SW PALM - CORNELL, ,36.777382,-119.808734,,6324823.05099289,2167114.05141956
17244,726,726,SW PALM - HARVARD, ,36.773723,-119.80873,,6324813.00508122,2165781.97501548
17245,727,727,SW PALM - CLINTON, ,36.771779,-119.808758,,6324798.84500456,2165074.32715257
17246,729,729,SW PALM - WELDON, ,36.768422,-119.808731,,6324796.46115105,2163852.13898015
17247,730,730,SW PALM - McKINLEY, ,36.764285,-119.808742,,6324780.55632722,2162346.08556181
17248,732,732,SW PALM - FLORADORA, ,36.760919,-119.808722,,6324776.09570622,2161120.64017805
17249,734,734,SW PALM - OLIVE, ,36.757337,-119.808715,,6324767.1649498,2159816.5929174
17250,735,735,SW PALM - DENNETT, ,36.755579,-119.808698,,6324766.75550181,2159176.54990615
17251,737,737,SW PALM - BELMONT, ,36.74962,-119.80839,,6324838.71959671,2157006.41448264
17252,738,738,SW H ST - ARROYO-FWY 180, ,36.74497,-119.806523,,6325371.46000105,2155308.98316623
17253,740,740,SE DIVISADERO - BROADWAY, ,36.743528,-119.80335,,6326296.6874813,2154776.23193514
17254,741,741,NW BROADWAY - AMADOR, ,36.741212,-119.800075,,6327249.18393588,2153925.08239073
17255,742,742,NE BROADWAY - CALAVERAS, ,36.739249,-119.797926,,6327872.88675672,2153205.21440789
17256,743,743,SE TUOLUMNE - FULTON, ,36.738144,-119.794141,,6328978.56433539,2152793.74705498
17257,744,744,L SHELTER,FRESNO ST & UNNAMED ALY,36.737135,-119.790425,,6330064.34398797,2152417.43842439
17258,746,746,SW M ST - VENTURA, ,36.731795,-119.782472,,6332378.79769239,2150454.32981782
17259,748,748,SW M ST - MONTEREY, ,36.728916,-119.779325,,6333292.45301731,2149398.73284765
17260,749,749,NW LOS ANGELES - N ST, ,36.728541,-119.777653,,6333781.30932306,2149258.24264306
17261,750,750,SW BUTLER - PARALLEL, ,36.728588,-119.771903,,6335466.43193705,2149261.75936832
17262,752,752,SE BUTLER - THIRD, ,36.728611,-119.768941,,6336334.48564714,2149263.16947047
17263,753,753,SW BUTLER - GEARHEART, ,36.728585,-119.765437,,6337361.22539155,2149245.50152682
17264,755,755,SE BUTLER - NINTH, ,36.728565,-119.759383,,6339135.23791964,2149224.13674015
17265,757,757,SE BUTLER - CEDAR, ,36.728559,-119.753551,,6340844.23712631,2149208.49110214
17266,758,758,SE BUTLER - CHANCE, ,36.728559,-119.750904,,6341619.91766155,2149202.41532689
17267,759,759,SE BUTLER - MAPLE, ,36.728566,-119.744804,,6343407.49020189,2149191.04395856
